Protein	Neighborhood
SSBP4	Nuclear
SSFA2	Secretory
SSH1	Secretory
SSH2	Cytosol
SSH3	Cytosol
SSNA1	Cytosol
SSR1	Secretory
SSR3	Secretory
SSR4	Secretory
SSRP1	Nuclear
SSSCA1	Cytosol
SSU72	Cytosol
SSX2IP	Nuclear
ST13	Cytosol
ST14	Secretory
ST3GAL1	Secretory
ST3GAL4	Secretory
ST3GAL5	Secretory
ST5	Nuclear
ST6GALNAC2	Secretory
ST6GALNAC4	Secretory
ST7	Secretory
ST8SIA4	Secretory
ST8SIA6	Secretory
STAG1	Nuclear
STAG2	Nuclear
STAM	Cytosol
STAM2	Cytosol
STAMBP	Cytosol
STAMBPL1	Cytosol
STAP2	Cytosol
STARD10	Cytosol
STARD13	Cytosol
STARD3	Secretory
STARD3NL	Secretory
STARD5	Cytosol
STARD7	Unclassified
STAT1	Cytosol
STAT2	Cytosol
STAT3	Cytosol
STAT5B	Cytosol
STAU1	Nuclear
STAU2	Nuclear
STC1	Secretory
STC2	Secretory
STEAP3	Secretory
STIL	Cytosol
STIM1	Secretory
STIM2	Secretory
STIP1	Cytosol
STK10	Cytosol
STK11	Cytosol
STK11IP	Secretory
STK16	Secretory
STK17A	Cytosol
STK17B	Cytosol
STK19	Unclassified
STK24	Cytosol
STK25	Cytosol
STK3	Cytosol
STK32C	Cytosol
STK35	Nuclear
STK36	Unclassified
STK38	Cytosol
STK38L	Cytosol
STK39	Cytosol
STK4	Cytosol
STK40	Cytosol
STMN1	Cytosol
STMN2	Cytosol
STMN3	Secretory
STMN4	Secretory
STOM	Secretory
STOML1	Secretory
STOML2	Mitochondria
STON2	Secretory
STOX1	Secretory
STOX2	Cytosol
STRA13	Cytosol
STRA6	Secretory
STRADA	Cytosol
STRADB	Secretory
STRAP	Cytosol
STRBP	Nuclear
STRIP1	Cytosol
STRIP2	Cytosol
STRN	Cytosol
STRN3	Cytosol
STRN4	Cytosol
STS	Secretory
STT3A	Secretory
STT3B	Secretory
STUB1	Cytosol
STX10	Secretory
STX11	Secretory
STX12	Secretory
STX16	Secretory
STX17	Secretory
STX18	Secretory
STX1A	Cytosol
STX2	Secretory
STX3	Secretory
STX4	Secretory
STX5	Secretory
STX6	Secretory
STX7	Secretory
STX8	Secretory
STXBP1	Cytosol
STXBP2	Cytosol
STXBP3	Secretory
STXBP4	Cytosol
STXBP5	Cytosol
STYK1	Nuclear
STYX	Cytosol
SUB1	Nuclear
SUCLA2	Mitochondria
SUCLG1	Unclassified
SUCLG2	Mitochondria
SUCO	Secretory
SUDS3	Nuclear
SUFU	Cytosol
SUGP1	Nuclear
SUGP2	Nuclear
SUGT1	Cytosol
SULF1	Secretory
SULF2	Secretory
SULT1A1	Cytosol
SULT2B1	Cytosol
SUMF1	Nuclear
SUMF2	Nuclear
SUMO1	Nuclear
SUMO3	Nuclear
SUMO4	Nuclear
SUN1	Nuclear
SUN2	Nuclear
SUOX	Nuclear
SUPT16H	Nuclear
SUPT20H	Nuclear
SUPT3H	Unclassified
SUPT4H1	Nuclear
SUPT5H	Nuclear
SUPT6H	Nuclear
SUPT7L	Unclassified
SUPV3L1	Mitochondria
SURF1	Mitochondria
SURF2	Nuclear
SURF4	Secretory
SURF6	Nuclear
SUSD1	Secretory
SUSD2	Secretory
SUV39H1	Nuclear
SUV39H2	Nuclear
SUV420H1	Nuclear
SUV420H2	Nuclear
SUZ12	Nuclear
SV2B	Nuclear
SWAP70	Cytosol
SWI5	Nuclear
SVIL	Secretory
SVIP	Secretory
SWSAP1	Cytosol
SYAP1	Cytosol
SYBU	Mitochondria
SYCP1	Nuclear
SYDE2	Unclassified
SYF2	Nuclear
SYK	Cytosol
SYMPK	Nuclear
SYNCRIP	Nuclear
SYNE1	Unclassified
SYNE2	Nuclear
SYNE3	Nuclear
SYNE4	Unclassified
SYNGR1	Secretory
SYNGR2	Secretory
SYNGR3	Nuclear
SYNGR4	Secretory
SYNJ1	Cytosol
SYNJ2	Cytosol
SYNJ2BP	Mitochondria
SYNPO	Secretory
SYNPO2	Nuclear
SYNRG	Cytosol
SYPL1	Secretory
SYS1	Secretory
SYT1	Secretory
SYT10	Secretory
SYT12	Secretory
SYT7	Secretory
SYTL1	Secretory
SYTL2	Nuclear
SYTL4	Secretory
SYTL5	Secretory
SYVN1	Secretory
SZRD1	Cytosol
SZT2	Cytosol
TAB1	Cytosol
TAB2	Cytosol
TAB3	Cytosol
TACC1	Secretory
TACC2	Cytosol
TACC3	Cytosol
TACO1	Mitochondria
TACSTD2	Secretory
TADA1	Unclassified
TADA2A	Nuclear
TADA2B	Nuclear
TADA3	Nuclear
TAF1	Nuclear
TAF10	Nuclear
TAF11	Nuclear
TAF12	Nuclear
TAF13	Nuclear
TAF15	Nuclear
TAF1A	Nuclear
TAF1B	Nuclear
TAF1C	Nuclear
TAF1D	Nuclear
TAF2	Nuclear
TAF3	Nuclear
TAF4	Nuclear
TAF5	Nuclear
TAF5L	Nuclear
TAF6	Nuclear
TAF6L	Unclassified
TAF7	Cytosol
TAF8	Nuclear
TAF9	Cytosol
TAF9B	Unclassified
TAGLN	Cytosol
TAGLN2	Cytosol
TAGLN3	Cytosol
TALDO1	Cytosol
TAMM41	Mitochondria
TANC1	Cytosol
TANC2	Cytosol
TANGO2	Cytosol
TANGO6	Cytosol
TANK	Cytosol
TAOK1	Cytosol
TAOK2	Secretory
TAOK3	Cytosol
TAP1	Secretory
TAP2	Secretory
TAPBP	Secretory
TAPBPL	Secretory
TAPT1	Secretory
TARBP1	Cytosol
TARBP2	Nuclear
TARDBP	Nuclear
TARS	Cytosol
TARS2	Mitochondria
TARSL2	Cytosol
TASP1	Nuclear
TATDN1	Cytosol
TATDN3	Cytosol
TAX1BP1	Cytosol
TAX1BP3	Cytosol
TBC1D1	Cytosol
TBC1D10A	Secretory
TBC1D10B	Cytosol
TBC1D12	Unclassified
TBC1D13	Cytosol
TBC1D14	Cytosol
TBC1D15	Cytosol
TBC1D16	Cytosol
TBC1D17	Cytosol
TBC1D2	Cytosol
TBC1D20	Secretory
TBC1D21	Cytosol
TBC1D22A	Cytosol
TBC1D22B	Cytosol
TBC1D23	Cytosol
TBC1D24	Cytosol
TBC1D25	Cytosol
TBC1D2B	Cytosol
TBC1D30	Secretory
TBC1D31	Secretory
TBC1D4	Cytosol
TBC1D5	Cytosol
TBC1D7	Cytosol
TBC1D8	Cytosol
TBC1D9	Cytosol
TBC1D9B	Cytosol
TBCA	Cytosol
TBCB	Cytosol
TBCC	Cytosol
TBCD	Cytosol
TBCE	Cytosol
TBCEL	Cytosol
TBCK	Cytosol
TBK1	Cytosol
TBKBP1	Cytosol
TBL1X	Nuclear
TBL1XR1	Nuclear
TBL2	Secretory
TBL3	Nuclear
TBP	Nuclear
TBPL1	Cytosol
TBRG1	Unclassified
TBRG4	Mitochondria
TBX15	Unclassified
TBX2	Unclassified
TBX3	Nuclear
TC2N	Secretory
TCAIM	Mitochondria
TCEA1	Nuclear
TCEA2	Nuclear
TCEA3	Nuclear
TCEAL1	Unclassified
TCEAL3	Unclassified
TCEAL4	Nuclear
TCEANC	Cytosol
TCEANC2	Nuclear
TCEB1	Cytosol
TCEB2	Cytosol
TCEB3	Nuclear
TCERG1	Nuclear
TCF12	Nuclear
TCF19	Unclassified
TCF20	Nuclear
TCF25	Secretory
TCF3	Nuclear
TCF4	Cytosol
TCF7L2	Nuclear
TCFL5	Cytosol
TCHH	Nuclear
TCHP	Cytosol
TCIRG1	Secretory
TCOF1	Nuclear
TCP1	Cytosol
TCP11L1	Cytosol
TCP11L2	Unclassified
TCTN1	Secretory
TCTN2	Secretory
TCTN3	Secretory
TDG	Nuclear
TDP1	Nuclear
TDP2	Nuclear
TDRD3	Nuclear
TDRD7	Cytosol
TDRKH	Mitochondria
TEAD1	Nuclear
TEAD2	Unclassified
TEAD3	Unclassified
TEAD4	Unclassified
TEC	Cytosol
TECPR1	Cytosol
TECPR2	Cytosol
TECR	Secretory
TEF	Nuclear
TEFM	Secretory
TELO2	Cytosol
TEN1	Cytosol
TENM1	Nuclear
TENM4	Secretory
TEP1	Nuclear
TERF1	Nuclear
TERF2	Nuclear
TERF2IP	Nuclear
TES	Cytosol
TESC	Unclassified
TESK1	Secretory
TESK2	Cytosol
TET2	Nuclear
TET3	Nuclear
TEX10	Nuclear
TEX2	Secretory
TEX264	Secretory
TEX30	Cytosol
TEX9	Cytosol
TF	Cytosol
TFAM	Mitochondria
TFAP2A	Nuclear
TFAP2C	Nuclear
TFAP4	Nuclear
TFB1M	Secretory
TFB2M	Mitochondria
TFDP1	Cytosol
TFDP2	Nuclear
TFE3	Cytosol
TFEB	Cytosol
TFF1	Secretory
TFF3	Cytosol
TFG	Cytosol
TFIP11	Nuclear
TFPI	Secretory
TFPI2	Secretory
TFPT	Nuclear
TFRC	Secretory
TGDS	Cytosol
TGFA	Unclassified
TGFB1	Secretory
TGFB2	Secretory
TGFB3	Unclassified
TGFBI	Secretory
TGFBR1	Secretory
TGFBR2	Secretory
TGFBRAP1	Cytosol
TGIF1	Nuclear
TGIF2	Nuclear
TGM1	Secretory
TGM2	Cytosol
TGM3	Cytosol
TGOLN2	Secretory
TGS1	Cytosol
THADA	Cytosol
THAP1	Nuclear
THAP10	Secretory
THAP11	Nuclear
THAP2	Nuclear
THAP3	Nuclear
THAP4	Nuclear
THAP5	Secretory
THAP7	Nuclear
THAP9	Nuclear
THBD	Secretory
THBS1	Secretory
THBS4	Cytosol
THEM4	Mitochondria
THEM6	Secretory
THG1L	Cytosol
THNSL1	Mitochondria
THNSL2	Cytosol
THOC1	Nuclear
THOC2	Nuclear
THOC3	Cytosol
THOC5	Nuclear
THOC6	Nuclear
THOC7	Nuclear
THOP1	Cytosol
THRA	Nuclear
THRAP3	Nuclear
THRB	Nuclear
THSD4	Secretory
THTPA	Cytosol
THUMPD1	Nuclear
THUMPD2	Nuclear
THUMPD3	Cytosol
THYN1	Nuclear
TIA1	Nuclear
TIAL1	Unclassified
TIAM1	Secretory
TICAM1	Cytosol
TICRR	Nuclear
TIFA	Cytosol
TIGD1	Unclassified
TIGD2	Nuclear
TIGD5	Unclassified
TIGD7	Nuclear
TIMELESS	Nuclear
TIMM10	Mitochondria
TIMM13	Unclassified
TIMM17A	Mitochondria
TIMM17B	Mitochondria
TIMM21	Mitochondria
TIMM22	Mitochondria
TIMM44	Mitochondria
TIMM50	Mitochondria
TIMM8A	Nuclear
TIMM8B	Nuclear
TIMM9	Unclassified
TIMMDC1	Mitochondria
TIMP1	Unclassified
TIMP2	Secretory
TIMP3	Unclassified
TINF2	Nuclear
TIPIN	Nuclear
TIPRL	Cytosol
TJAP1	Cytosol
TJP1	Unclassified
TJP2	Cytosol
TJP3	Cytosol
TK1	Cytosol
TK2	Unclassified
TKT	Cytosol
TKTL2	Cytosol
TLCD1	Secretory
TLDC1	Cytosol
TLE1	Nuclear
TLE2	Cytosol
TLE3	Nuclear
TLE4	Nuclear
TLK1	Nuclear
TLK2	Nuclear
TLL2	Secretory
TLN1	Cytosol
TLN2	Cytosol
TLR2	Secretory
TLR4	Unclassified
TM2D2	Cytosol
TM2D3	Secretory
TM7SF2	Secretory
TM7SF3	Secretory
TM9SF2	Secretory
TM9SF3	Secretory
TM9SF4	Secretory
TMA16	Nuclear
TMA7	Cytosol
TMBIM1	Secretory
TMBIM6	Secretory
TMC6	Secretory
TMC7	Secretory
TMCC1	Secretory
TMCC3	Secretory
TMCO1	Secretory
TMCO3	Secretory
TMCO4	Cytosol
TMCO6	Cytosol
TMED1	Secretory
TMED10	Secretory
TMED2	Secretory
TMED3	Secretory
TMED4	Secretory
TMED5	Secretory
TMED8	Cytosol
TMED9	Secretory
TMEM101	Secretory
TMEM102	Cytosol
TMEM104	Secretory
TMEM106B	Secretory
TMEM106C	Secretory
TMEM107	Secretory
TMEM109	Secretory
TMEM11	Mitochondria
TMEM115	Secretory
TMEM117	Secretory
TMEM120A	Secretory
TMEM120B	Secretory
TMEM123	Secretory
TMEM126A	Mitochondria
TMEM126B	Mitochondria
TMEM127	Secretory
TMEM128	Secretory
TMEM129	Secretory
TMEM131	Secretory
TMEM132A	Secretory
TMEM134	Secretory
TMEM135	Secretory
TMEM138	Secretory
TMEM141	Mitochondria
TMEM143	Mitochondria
TMEM147	Secretory
TMEM150C	Secretory
TMEM154	Secretory
TMEM159	Secretory
TMEM160	Mitochondria
TMEM161A	Secretory
TMEM161B	Secretory
TMEM164	Secretory
TMEM165	Secretory
TMEM167A	Unclassified
TMEM167B	Secretory
TMEM168	Secretory
TMEM173	Secretory
TMEM175	Secretory
TMEM177	Mitochondria
TMEM178B	Secretory
TMEM179B	Secretory
TMEM18	Secretory
TMEM180	Unclassified
TMEM181	Secretory
TMEM183A	Unclassified
TMEM184A	Secretory
TMEM184B	Secretory
TMEM184C	Secretory
TMEM185B	Secretory
TMEM186	Mitochondria
TMEM187	Secretory
TMEM189	Unclassified
TMEM19	Secretory
TMEM192	Secretory
TMEM194A	Nuclear
TMEM194B	Nuclear
TMEM199	Secretory
TMEM2	Secretory
TMEM201	Nuclear
TMEM205	Secretory
TMEM206	Secretory
TMEM208	Secretory
TMEM209	Nuclear
TMEM214	Secretory
TMEM219	Unclassified
TMEM222	Secretory
TMEM223	Mitochondria
TMEM229B	Unclassified
TMEM230	Secretory
TMEM231	Unclassified
TMEM237	Secretory
TMEM238	Secretory
TMEM242	Unclassified
TMEM243	Secretory
TMEM245	Secretory
TMEM248	Secretory
TMEM256-PLSCR3	Secretory
TMEM258	Unclassified
TMEM259	Secretory
TMEM26	Secretory
TMEM260	Secretory
TMEM261	Unclassified
TMEM30A	Secretory
TMEM30B	Secretory
TMEM33	Secretory
TMEM38A	Secretory
TMEM38B	Secretory
TMEM39A	Secretory
TMEM39B	Secretory
TMEM40	Secretory
TMEM41A	Secretory
TMEM41B	Unclassified
TMEM43	Secretory
TMEM44	Secretory
TMEM45B	Unclassified
TMEM5	Secretory
TMEM50A	Secretory
TMEM50B	Secretory
TMEM51	Secretory
TMEM53	Secretory
TMEM54	Secretory
TMEM55A	Secretory
TMEM55B	Secretory
TMEM57	Secretory
TMEM59	Secretory
TMEM62	Secretory
TMEM63A	Secretory
TMEM63B	Secretory
TMEM63C	Secretory
TMEM64	Secretory
TMEM65	Mitochondria
TMEM66	Secretory
TMEM67	Secretory
TMEM68	Secretory
TMEM69	Unclassified
TMEM70	Mitochondria
TMEM79	Secretory
TMEM87A	Secretory
TMEM87B	Secretory
TMEM8A	Secretory
TMEM9	Secretory
TMEM97	Secretory
TMEM9B	Secretory
TMF1	Secretory
TMLHE	Mitochondria
TMOD1	Cytosol
TMOD2	Cytosol
TMOD3	Cytosol
TMPO	Nuclear
TMPPE	Secretory
TMPRSS13	Secretory
TMPRSS2	Nuclear
TMPRSS4	Secretory
TMSB10	Cytosol
TMSB4X	Cytosol
TMTC1	Unclassified
TMTC2	Secretory
TMTC3	Secretory
TMTC4	Secretory
TMUB1	Secretory
TMUB2	Secretory
TMX1	Secretory
TMX2	Secretory
TMX3	Secretory
TMX4	Secretory
TNFAIP1	Cytosol
TNFAIP2	Cytosol
TNFAIP8	Cytosol
TNFAIP8L1	Secretory
TNFRSF10A	Secretory
TNFRSF10B	Secretory
TNFRSF10C	Secretory
TNFRSF12A	Secretory
TNFRSF18	Secretory
TNFRSF1A	Secretory
TNFRSF21	Secretory
TNIK	Cytosol
TNIP1	Cytosol
TNIP2	Cytosol
TNK1	Cytosol
TNK2	Cytosol
TNKS	Cytosol
TNKS1BP1	Cytosol
TNKS2	Cytosol
TNPO1	Cytosol
TNPO2	Cytosol
TNPO3	Cytosol
TNRC18	Nuclear
TNRC6A	Nuclear
TNRC6B	Cytosol
TNRC6C	Cytosol
TNS3	Cytosol
TOB1	Cytosol
TOB2	Unclassified
TOE1	Nuclear
TOLLIP	Cytosol
TOM1	Cytosol
TOM1L1	Cytosol
TOM1L2	Cytosol
TOMM20	Mitochondria
TOMM22	Mitochondria
TOMM34	Cytosol
TOMM40	Mitochondria
TOMM40L	Nuclear
TOMM5	Mitochondria
TOMM6	Mitochondria
TOMM7	Unclassified
TOMM70A	Mitochondria
TOP1	Nuclear
TOP1MT	Secretory
TOP2A	Nuclear
TOP2B	Nuclear
TOP3A	Secretory
TOP3B	Nuclear
TOPBP1	Nuclear
TOPORS	Nuclear
TOR1A	Secretory
TOR1AIP1	Nuclear
TOR1AIP2	Secretory
TOR1B	Secretory
TOR2A	Secretory
TOR3A	Secretory
TOX4	Nuclear
TP53	Nuclear
TP53BP1	Nuclear
TP53BP2	Cytosol
TP53I11	Secretory
TP53I13	Secretory
TP53I3	Cytosol
TP53RK	Unclassified
TP73	Nuclear
TPBG	Secretory
TPCN1	Secretory
TPCN2	Secretory
TPD52	Cytosol
TPD52L1	Cytosol
TPD52L2	Unclassified
TPGS1	Nuclear
TPI1	Cytosol
TPK1	Cytosol
TPM1	Cytosol
TPM2	Cytosol
TPM3	Cytosol
TPM4	Cytosol
TPMT	Cytosol
TPP1	Secretory
TPP2	Unclassified
TPPP	Cytosol
TPPP3	Cytosol
TPR	Nuclear
TPRA1	Secretory
TPRG1L	Secretory
TPRKB	Cytosol
TPRN	Secretory
TPST1	Secretory
TPST2	Nuclear
TPT1	Cytosol
TPX2	Nuclear
TRA2A	Nuclear
TRA2B	Nuclear
TRABD	Mitochondria
TRADD	Cytosol
TRAF2	Cytosol
TRAF3	Cytosol
TRAF3IP1	Cytosol
TRAF3IP2	Cytosol
TRAF4	Cytosol
TRAF5	Cytosol
TRAF6	Cytosol
TRAF7	Cytosol
TRAFD1	Cytosol
TRAIP	Nuclear
TRAK1	Secretory
TRAK2	Cytosol
TRAM1	Secretory
TRAM2	Secretory
TRANK1	Unclassified
TRAP1	Mitochondria
TRAPPC1	Cytosol
TRAPPC10	Cytosol
TRAPPC11	Nuclear
TRAPPC12	Cytosol
TRAPPC13	Cytosol
TRAPPC2L	Cytosol
TRAPPC3	Cytosol
TRAPPC4	Cytosol
TRAPPC5	Cytosol
TRAPPC6A	Cytosol
TRAPPC6B	Cytosol
TRAPPC8	Nuclear
TRAPPC9	Unclassified
TRDMT1	Unclassified
TRERF1	Nuclear
TREX1	Secretory
TRIAP1	Nuclear
TRIB3	Nuclear
TRIM11	Nuclear
TRIM13	Unclassified
TRIM14	Secretory
TRIM16L	Cytosol
TRIM2	Cytosol
TRIM21	Cytosol
TRIM23	Cytosol
TRIM24	Nuclear
TRIM25	Cytosol
TRIM26	Cytosol
TRIM27	Secretory
TRIM28	Nuclear
TRIM29	Unclassified
TRIM3	Cytosol
TRIM32	Unclassified
TRIM33	Nuclear
TRIM35	Nuclear
TRIM36	Cytosol
TRIM37	Cytosol
TRIM38	Unclassified
TRIM39	Nuclear
TRIM4	Secretory
TRIM41	Nuclear
TRIM44	Cytosol
TRIM47	Cytosol
TRIM5	Cytosol
TRIM56	Nuclear
TRIM59	Cytosol
TRIM62	Cytosol
TRIM65	Cytosol
TRIM8	Unclassified
TRIO	Cytosol
TRIOBP	Cytosol
TRIP10	Cytosol
TRIP11	Secretory
TRIP12	Nuclear
TRIP13	Cytosol
TRIP4	Cytosol
TRIP6	Cytosol
TRIQK	Secretory
TRIT1	Unclassified
TRMT1	Nuclear
TRMT10A	Nuclear
TRMT10C	Mitochondria
TRMT11	Cytosol
TRMT112	Cytosol
TRMT12	Cytosol
TRMT13	Unclassified
TRMT1L	Nuclear
TRMT2A	Nuclear
TRMT2B	Mitochondria
TRMT44	Cytosol
TRMT5	Nuclear
TRMT6	Nuclear
TRMT61A	Nuclear
TRMT61B	Mitochondria
TRMU	Mitochondria
TRNAU1AP	Nuclear
TRNT1	Cytosol
TRO	Nuclear
TROAP	Cytosol
TROVE2	Cytosol
TRPC4AP	Cytosol
TRPM4	Secretory
TRPM7	Secretory
TRPS1	Nuclear
TRPT1	Unclassified
TRPV3	Secretory
TRPV4	Secretory
TRRAP	Nuclear
TRUB1	Nuclear
TRUB2	Secretory
TSC1	Cytosol
TSC2	Cytosol
TSC22D1	Cytosol
TSC22D2	Cytosol
TSC22D3	Cytosol
TSC22D4	Cytosol
TSEN15	Nuclear
TSEN2	Nuclear
TSEN34	Nuclear
TSEN54	Nuclear
TSFM	Mitochondria
TSG101	Cytosol
TSHZ1	Unclassified
TSKU	Secretory
TSN	Cytosol
TSNARE1	Nuclear
TSNAX	Cytosol
TSPAN1	Secretory
TSPAN13	Secretory
TSPAN14	Secretory
TSPAN15	Secretory
TSPAN17	Secretory
TSPAN3	Secretory
TSPAN31	Secretory
TSPAN4	Secretory
TSPAN6	Secretory
TSPAN9	Secretory
TSPO	Mitochondria
TSPYL1	Nuclear
TSPYL2	Cytosol
TSPYL4	Cytosol
TSPYL5	Nuclear
TSR1	Nuclear
TSR2	Cytosol
TSR3	Cytosol
TSSC1	Cytosol
TSSC4	Unclassified
TST	Mitochondria
TSTA3	Cytosol
TSTD1	Cytosol
TSTD2	Cytosol
TTC1	Cytosol
TTC12	Cytosol
TTC13	Secretory
TTC14	Nuclear
TTC17	Secretory
TTC19	Unclassified
TTC21B	Cytosol
TTC23	Nuclear
TTC26	Cytosol
TTC27	Cytosol
TTC28	Cytosol
TTC3	Secretory
TTC30A	Cytosol
TTC30B	Cytosol
TTC31	Secretory
TTC33	Nuclear
TTC37	Cytosol
TTC38	Cytosol
TTC39A	Cytosol
TTC39B	Cytosol
TTC39C	Cytosol
TTC4	Cytosol
TTC5	Cytosol
TTC7A	Secretory
TTC7B	Secretory
TTC8	Unclassified
TTC9	Cytosol
TTC9C	Cytosol
TTF1	Nuclear
TTF2	Cytosol
TTI1	Cytosol
TTI2	Cytosol
TTK	Cytosol
TTL	Cytosol
TTLL12	Cytosol
TTLL4	Secretory
TTLL5	Secretory
TTLL9	Unclassified
TTPAL	Cytosol
TTYH3	Secretory
TUBA1C	Cytosol
TUBA4A	Cytosol
TUBA8	Unclassified
TUBAL3	Cytosol
TUBB	Cytosol
TUBB1	Cytosol
TUBB2A	Cytosol
TUBB4B	Cytosol
TUBB6	Cytosol
TUBB8	Cytosol
TUBD1	Cytosol
TUBE1	Unclassified
TUBG1	Cytosol
TUBGCP2	Cytosol
TUBGCP3	Cytosol
TUBGCP4	Cytosol
TUBGCP5	Cytosol
TUBGCP6	Cytosol
TUFM	Mitochondria
TUFT1	Cytosol
TULP1	Unclassified
TULP3	Secretory
TULP4	Cytosol
TUSC1	Unclassified
TUSC2	Cytosol
TUSC3	Secretory
TUT1	Nuclear
TWF1	Cytosol
TWF2	Cytosol
TWISTNB	Nuclear
TWSG1	Nuclear
TXLNA	Cytosol
TXLNG	Cytosol
TXN	Cytosol
TXN2	Mitochondria
TXNDC11	Secretory
TXNDC12	Nuclear
TXNDC15	Secretory
TXNDC16	Secretory
TXNDC17	Cytosol
TXNDC5	Nuclear
TXNDC9	Cytosol
TXNL1	Cytosol
TXNL4A	Nuclear
TXNL4B	Cytosol
TXNRD1	Cytosol
TXNRD2	Unclassified
TXNRD3	Cytosol
TYK2	Secretory
TYMP	Cytosol
TYMS	Cytosol
TYRO3	Secretory
TYRP1	Secretory
TYSND1	Secretory
TYW1	Secretory
TYW3	Cytosol
TYW5	Cytosol
U2AF1	Nuclear
U2AF1L4	Nuclear
U2AF2	Nuclear
U2SURP	Nuclear
UACA	Cytosol
UAP1	Cytosol
UAP1L1	Cytosol
UBA1	Cytosol
UBA2	Nuclear
UBA3	Cytosol
UBA5	Cytosol
UBA6	Cytosol
UBAC1	Cytosol
UBAC2	Secretory
UBALD1	Cytosol
UBALD2	Cytosol
UBAP1	Cytosol
UBAP2	Cytosol
UBAP2L	Cytosol
UBE2A	Cytosol
UBE2B	Cytosol
UBE2C	Cytosol
UBE2D2	Cytosol
UBE2D3	Cytosol
UBE2D4	Cytosol
UBE2E1	Cytosol
UBE2E2	Unclassified
UBE2E3	Cytosol
UBE2F	Cytosol
UBE2G1	Cytosol
UBE2G2	Secretory
UBE2H	Cytosol
UBE2I	Cytosol
UBE2J1	Secretory
UBE2J2	Secretory
UBE2K	Cytosol
UBE2L3	Cytosol
UBE2L6	Cytosol
UBE2M	Cytosol
UBE2N	Cytosol
UBE2O	Cytosol
UBE2Q1	Cytosol
UBE2Q2	Cytosol
UBE2R2	Cytosol
UBE2S	Cytosol
UBE2T	Nuclear
UBE2W	Cytosol
UBE2V2	Cytosol
UBE2Z	Cytosol
UBE3A	Cytosol
UBE3B	Cytosol
UBE3C	Cytosol
UBE3D	Cytosol
UBE4A	Secretory
UBE4B	Cytosol
UBFD1	Cytosol
UBIAD1	Secretory
UBL3	Secretory
UBL4A	Cytosol
UBL5	Cytosol
UBL7	Cytosol
UBLCP1	Unclassified
UBN1	Nuclear
UBN2	Nuclear
UBOX5	Nuclear
UBP1	Cytosol
UBQLN1	Cytosol
UBQLN2	Cytosol
UBQLN4	Cytosol
UBR1	Cytosol
UBR2	Cytosol
UBR3	Cytosol
UBR4	Cytosol
UBR5	Nuclear
UBR7	Nuclear
UBTD1	Unclassified
UBTD2	Secretory
UBTF	Nuclear
UBXN1	Cytosol
UBXN2A	Cytosol
UBXN2B	Cytosol
UBXN4	Secretory
UBXN6	Cytosol
UBXN7	Nuclear
UCHL3	Cytosol
UCHL5	Cytosol
UCK1	Cytosol
UCK2	Cytosol
UCKL1	Cytosol
UCP2	Mitochondria
UEVLD	Cytosol
UFC1	Cytosol
UFD1L	Nuclear
UFL1	Secretory
UFM1	Cytosol
UFSP1	Cytosol
UFSP2	Secretory
UGCG	Secretory
UGDH	Cytosol
UGGT1	Secretory
UGGT2	Secretory
UGP2	Cytosol
UGT1A6	Secretory
UGT1A7	Unclassified
UGT2B28	Cytosol
UHMK1	Secretory
UHRF1BP1	Cytosol
UHRF1BP1L	Cytosol
UHRF2	Nuclear
UIMC1	Nuclear
ULBP1	Secretory
ULBP2	Secretory
ULBP3	Secretory
ULK1	Cytosol
ULK3	Cytosol
UMPS	Cytosol
UNC119	Cytosol
UNC119B	Cytosol
UNC13B	Cytosol
UNC13D	Cytosol
UNC45A	Cytosol
UNC5A	Unclassified
UNC5B	Secretory
UNC5C	Secretory
UNC93B1	Secretory
UNG	Nuclear
UNK	Unclassified
UNKL	Cytosol
UPF1	Nuclear
UPF2	Cytosol
UPF3A	Nuclear
UPF3B	Nuclear
UPK1A	Secretory
UPK1B	Secretory
UPK2	Secretory
UPP1	Unclassified
UPRT	Cytosol
UQCC1	Mitochondria
UQCC2	Mitochondria
UQCR10	Mitochondria
UQCRB	Mitochondria
UQCRC1	Mitochondria
UQCRC2	Mitochondria
UQCRFS1	Mitochondria
UQCRH	Mitochondria
UQCRQ	Mitochondria
URB1	Nuclear
URB2	Nuclear
URGCP	Cytosol
URI1	Cytosol
URM1	Cytosol
UROD	Cytosol
UROS	Cytosol
USB1	Nuclear
USE1	Secretory
USF1	Nuclear
USF2	Nuclear
USMG5	Mitochondria
USO1	Cytosol
USP1	Nuclear
USP10	Nuclear
USP11	Nuclear
USP12	Secretory
USP13	Cytosol
USP14	Cytosol
USP15	Cytosol
USP16	Cytosol
USP18	Cytosol
USP19	Cytosol
USP20	Secretory
USP21	Cytosol
USP22	Nuclear
USP24	Cytosol
USP25	Cytosol
USP27X	Cytosol
USP28	Nuclear
USP3	Nuclear
USP30	Mitochondria
USP31	Secretory
USP32	Cytosol
USP33	Secretory
USP34	Cytosol
USP35	Cytosol
USP36	Nuclear
USP37	Nuclear
USP38	Cytosol
USP39	Nuclear
USP4	Cytosol
USP40	Cytosol
USP42	Nuclear
USP43	Secretory
USP45	Cytosol
USP46	Secretory
USP47	Cytosol
USP48	Nuclear
USP5	Cytosol
USP51	Nuclear
USP53	Cytosol
USP54	Secretory
USP6	Cytosol
USP6NL	Unclassified
USP7	Nuclear
